Receiving NPO Name*,UEN
Make-A-Wish Foundation (S) Ltd,200201965D
Children's Aid Society,S62SS0031K
Singapore Council of Women's Organisations,S80SS0026C
The Bone Marrow Donor Programme,S93SS0141J
Save Our Street Dogs,T12SS0058C
Babes Pregnancy Crisis Support Ltd,201314611H
Singapore Red Cross Society,S86CC0370E
IC@RE HUB LTD.,201307803W
365 Cancer Prevention Society,T03SS0046H
Persatuan Pemudi Islam Singapura (PPIS),S64SS0011K
Causes For Animals (Singapore) Limited,201314186Z
Bartley Community Care Services,T01SS0004H
Sathya Sai Social Service (Singapore),S96SS0160E
Singapore Red Cross Society,S86CC0370E
Metta Welfare Association,S94SS0081K
The National Kidney Foundation,200104750M
Causes For Animals (Singapore) Limited,201314186Z
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
St Luke's ElderCare Ltd,199904873Z
Engineering Good Ltd,201408320W
Metta Welfare Association,S94SS0081K
ACRES,T01SS0121K
Kampung Senang Charity & Education Foundation,S99SS0044C
Community Chest,T03CC1692B
Society for the Prevention of Cruelty to Animals,S61SS0060B
Lakeside Family Services,S97SS0022B
Children's Aid Society,S62SS0031K
Calvary Community Care,T10SS0047C
The RICE Company Limited,201408699H
VIVA Foundation for Children with Cancer,200601578E
VIVA Foundation for Children with Cancer,200601578E
Calvary Community Care,T10SS0047C
SGH Health Development Fund,201624016E
BROTHA'S FOUNDATION,M3017325W
REACH Community Services Society,S98SS0144L
Singapore Red Cross Society,S86CC0370E
Canossaville Children and Community Services,S87CC0462K
The RICE Company Limited,201408699H
The RICE Company Limited,201408699H
Lakeside Family Services,S97SS0022B
ARTDIS (Singapore) Ltd.,199500567G
Trans Family Services,S88SS0005D
Daughters Of Tomorrow Limited,201425430M
MUHAMMADIYAH HEALTH AND DAY CARE CENTRE,T13CC0002A
Children's Wishing Well,200201465K
Singapore Red Cross Society,S86CC0370E
The Singapore Association for the Deaf,S62SS0061C
Save Our Street Dogs,T12SS0058C
Singapore Red Cross Society,S86CC0370E
Singapore University of Social Sciences,200504979Z
Singapore Red Cross Society,S86CC0370E
Bethesda Care Services,S96SS0146D
Glyph Community Limited,202118099N
Guide Dogs Singapore Ltd.,200302260G
Lakeside Family Services,S97SS0022B
Ling Kwang Home for Senior Citizens,T08SS0070F
Children's Cancer Foundation,201934434R
Assisi Hospice,201208993Z
#CHECKED LIMITED,200920810R
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
RAHMATAN LIL ALAMIN FOUNDATION,200910530Z
Singapore Association for Mental Health,S68SS0038A
Bless Community Services,T08SS0032L
SAWL Scholarship Fund,S89CC0680J
Singapore Red Cross Society,S86CC0370E
Arc Children's Centre Co Ltd,201021661K
The Salvation Army,T07CC3012G
Lions Home For The Elders,S80SS0029B
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
Singapore Arts School Ltd.,200500775C
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
ZERO WASTE SG LIMITED,201528793W
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
Singapore Association for Mental Health,S68SS0038A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
Children's Wishing Well,200201465K
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
The Girls' Brigade Singapore,S61SS0001A
Parkinson Society Singapore,S96SS0203J
Community Chest,T03CC1692B
Willing Hearts,T05SS0071J
Filos Community Services,200408452G
All Saints Home,S87SS0068F
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Food From The Heart,200721064R
Taman Jurong CCC Community Development and Welfare Fund,S87CC0501H
SPD (formerly Society for the Physically Disabled),S64SS0052D
Club Rainbow (Singapore),S92SS0137H
Singapore Association of the Visually Handicapped,S61SS0119J
Thye Hua Kwan Nursing Home Limited,201323219Z
Guide Dogs Singapore Ltd.,200302260G
Singapore Red Cross Society,S86CC0370E
Free Food For All Limited,201503391Z
HCSA Community Services,S97SS0023J
Singapore Association for Mental Health,S68SS0038A
Singapore Red Cross Society,S86CC0370E
Child At Street 11 Ltd,199501798C
NCCS Cancer Fund,201624016E
Cheng Hong Welfare Service Society,T04SS0148G
Babes Pregnancy Crisis Support Ltd,201314611H
Kidney Dialysis Foundation,199600830Z
Samaritans of Singapore,S69SS0047D
Garden City Fund,T02CC1634C
REACH Community Services Society,S98SS0144L
Caregiving Welfare Association,T04SS0073G
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Ain Society,T00SS0163F
Honour (Singapore) Ltd,201405223G
Singapore Red Cross Society,S86CC0370E
NUHS Fund Limited,201203593Z
REACH Community Services Society,S98SS0144L
SGH Health Development Fund,201624016E
St Gabriel's Foundation,200105928G
Social Health Growth Ltd,201203801G
REACH Community Services Society,S98SS0144L
Canossaville Children and Community Services,S87CC0462K
Garden City Fund,T02CC1634C
Caregivers Alliance Limited,201131617N
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
Yong-en Care Centre,S96SS0165G
Daughters Of Tomorrow Limited,201425430M
The Majurity Trust Limited,201734370C
Singapore Children's Society,S62SS0057G
REACH Community Services Society,S98SS0144L
Cycling Without Age Singapore,201714757N
Nam Hong Welfare Service Society,T07SS0086D
Dyslexia Association of Singapore Limited,202114767K
Food From The Heart,200721064R
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Dyslexia Association of Singapore Limited,202114767K
Kidney Dialysis Foundation,199600830Z
Children's Cancer Foundation,201934434R
MUHAMMADIYAH HEALTH AND DAY CARE CENTRE,T13CC0002A
REACH Community Services Society,S98SS0144L
President's Challenge,T03CC1692B
Assisi Hospice,201208993Z
Bizlink Centre (S) Ltd,199500566R
The RICE Company Limited,201408699H
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
United Women Singapore,S97SS0098B
Honour (Singapore) Ltd,201405223G
National Arthritis Foundation,S84SS0010J
REACH Community Services Society,S98SS0144L
Children's Wishing Well,200201465K
Kidney Dialysis Foundation,199600830Z
Kidney Dialysis Foundation,199600830Z
NUHS Fund Limited,201203593Z
ITSRAININGRAINCOATS LTD.,202040087Z
Home Nursing Foundation,S76SS0044D
SUN-DAC,S93SS0060K
Conservation International Asia-Pacific Ltd,200910510N
Conservation International Asia-Pacific Ltd,200910510N
Ren Ci Hospital,201018593M
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
WE CARE Community Services Limited,200506089N
Kidney Dialysis Foundation,199600830Z
Kidney Dialysis Foundation,199600830Z
Kidney Dialysis Foundation,199600830Z
Food From The Heart,200721064R
Kidney Dialysis Foundation,199600830Z
Kidney Dialysis Foundation,199600830Z
SPD (formerly Society for the Physically Disabled),S64SS0052D
Rare Disorders Society (Singapore),T11SS0113L
SPD (formerly Society for the Physically Disabled),S64SS0052D
Mercy Relief,200306035Z
SINGAPORE HEART FOUNDATION,S70SS0007H
Kidney Dialysis Foundation,199600830Z
Waterways Watch Society,S99SS0038D
Kidney Dialysis Foundation,199600830Z
Yong-en Care Centre,S96SS0165G
REACH Community Services Society,S98SS0144L
Canossaville Children and Community Services,S87CC0462K
St Luke's Hospital,199205095C
Lions Befrienders Service Association,S95SS0076A
Garden City Fund,T02CC1634C
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
REACH Community Services Society,S98SS0144L
Singapore Cancer Society,S65SS0033F
K9Assistance (Limited),202010657N
Causes For Animals (Singapore) Limited,201314186Z
Operation Hope Foundation,200104386W
Singapore Red Cross Society,S86CC0370E
Kidney Dialysis Foundation,199600830Z
REACH Community Services Society,S98SS0144L
Care Corner Singapore Ltd,198105641M
Bright Horizons Fund by NTUC First Campus Co-operative Limited,200818009N
SATA COMMHEALTH,194700119G
Hope Initiative Alliance,T04SS0054D
REACH Community Services Society,S98SS0144L
Singapore National Paralympic Council,200812207D
Save Our Street Dogs,T12SS0058C
Singapore Council of Women's Organisations,S80SS0026C
Ren Ci Hospital,201018593M
Singapore Children's Society,S62SS0057G
Sian Chay Medical Institution,S62SS0055D
Trybe Limited,199507763G
#CHECKED LIMITED,200920810R
Canossaville Children and Community Services,S87CC0462K
The Food Bank Singapore Ltd,201200654E
Singapore University of Social Sciences,200504979Z
Singapore Red Cross Society,S86CC0370E
Kidney Dialysis Foundation,199600830Z
Sian Chay Medical Institution,S62SS0055D
Singapore University of Social Sciences,200504979Z
Kidney Dialysis Foundation,199600830Z
IC@RE HUB LTD.,201307803W
President's Challenge,T03CC1692B
REACH Community Services Society,S98SS0144L
Singapore University of Social Sciences,200504979Z
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
Waterways Watch Society,S99SS0038D
Boys' Town,201534576H
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
Operation Hope Foundation,200104386W
Special Olympics Singapore,S91SS0003B
Special Olympics Singapore,S91SS0003B
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
Singapore Association for Mental Health,S68SS0038A
Limitless,201713769M
REACH Community Services Society,S98SS0144L
Club Rainbow (Singapore),S92SS0137H
THE MALAY HERITAGE FOUNDATION LTD,199904358R
Kwong Wai Shiu Hospital,201615448C
REACH Community Services Society,S98SS0144L
Equal-Ark Singapore Ltd,201536378N
Equal-Ark Singapore Ltd,201536378N
Equal-Ark Singapore Ltd,201536378N
REACH Community Services Society,S98SS0144L
Conservation International Asia-Pacific Ltd,200910510N
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
YMCA of Singapore,S61SS0045E
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Presbyterian Community Services,S75SS0022H
"LOVE, NILS LTD.",201724930Z
Children's Wishing Well,200201465K
Singapore Indian Education Trust,S67SS0016E
Society for the Prevention of Cruelty to Animals,S61SS0060B
Kidney Dialysis Foundation,199600830Z
REACH Community Services Society,S98SS0144L
Children's Aid Society,S62SS0031K
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Boys' Town,201534576H
Rainbow Centre,S92SS0061A
Children's Cancer Foundation,201934434R
Singapore University of Social Sciences,200504979Z
Morning Star Community Services Ltd.,201617675H
Singapore Association for Mental Health,S68SS0038A
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
Lions Befrienders Service Association,S95SS0076A
AWWA Ltd,201500785Z
HCA Hospice Limited,202114297R
Kidney Dialysis Foundation,199600830Z
HCA Hospice Limited,202114297R
REACH Community Services Society,S98SS0144L
REACH Community Services Society,S98SS0144L
SNEC HEALTH RESEARCH ENDOWMENT FUND,T02CC1574K
Tsao Foundation,199302114W
President's Challenge,T03CC1692B
Children's Aid Society,S62SS0031K
Singapore Association for Mental Health,S68SS0038A
REACH Community Services Society,S98SS0144L
BEYOND SOCIAL SERVICES,S87SS0025J
BEYOND SOCIAL SERVICES,S87SS0025J
REACH Community Services Society,S98SS0144L
Lions Befrienders Service Association,S95SS0076A
President's Challenge,T03CC1692B
TOUCH COMMUNITY SERVICES,200104673R
St. Andrew's Mission Hospital,T08CC3017C
The National Kidney Foundation,200104750M
Canossaville Children and Community Services,S87CC0462K
ACRES,T01SS0121K
Daughters Of Tomorrow Limited,201425430M
"LOVE, NILS LTD.",201724930Z
REACH Community Services Society,S98SS0144L
Home Nursing Foundation,S76SS0044D
Singapore Rugby Union,S66SS0003G
SPD (formerly Society for the Physically Disabled),S64SS0052D
REACH Community Services Society,S98SS0144L
Ronald McDonald House Charities Singapore,S98SS0006C
Ronald McDonald House Charities Singapore,S98SS0006C
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Gardens by the Bay,201132829N
REACH Community Services Society,S98SS0144L
BEYOND SOCIAL SERVICES,S87SS0025J
Causes For Animals (Singapore) Limited,201314186Z
REACH Community Services Society,S98SS0144L
